accession_number,report_date,url,issuer,class,cusip,value,shares,share_type,discretion,voting_sole,voting_shared,voting_none
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,AUTODESK INC,COM,052769106,162302455,655900,SH,SOLE,655900,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,AXCELIS TECHNOLOGIES INC,COM NEW,054540208,140739093,989796,SH,SOLE,989796,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,AXON ENTERPRISE INC,COM,05464C101,26981808,91700,SH,SOLE,91700,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,BAIDU INC,SPON ADR REP A,056752108,1033237615,11947706,SH,SOLE,11608726,0,338980
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,BANK AMERICA CORP,COM,060505104,411386130,10344132,SH,SOLE,10078532,0,265600
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,BANK NEW YORK MELLON CORP,COM,064058100,42611735,711500,SH,SOLE,711500,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,BATH & BODY WORKS INC,COM,070830104,216214188,5536855,SH,SOLE,5364976,0,171879
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,BEIGENE LTD,SPONSORED ADR,07725L102,711393852,4986289,SH,SOLE,4894239,0,92050
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,BIOCERES CROP SOLUTIONS CORP,SHS,G1117K114,445037,39700,SH,SOLE,39700,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,BIOGEN INC,COM,09062X103,3787543315,16338294,SH,SOLE,15925137,0,413157
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,BIOMARIN PHARMACEUTICAL INC,COM,09061G101,1546987698,18790085,SH,SOLE,18015542,0,774543
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,BIONTECH SE,SPONSORED ADS,09075V102,384885666,4789518,SH,SOLE,4550308,0,239210
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,BJS WHSL CLUB HLDGS INC,COM,05550J101,76218768,867700,SH,SOLE,846400,0,21300
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,BLACKBERRY LTD,COM,09228F103,82658673,33330110,SH,SOLE,33022160,0,307950
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,BOEING CO,COM,097023105,58115793,319300,SH,SOLE,319300,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,BOOT BARN HLDGS INC,COM,099406100,8187055,63500,SH,SOLE,63500,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,BOSTON SCIENTIFIC CORP,COM,101137107,2923227288,37959061,SH,SOLE,37457663,0,501398
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,BOWLERO CORP,CL A COM,10258P102,4736781,326900,SH,SOLE,326900,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,BRIDGEBIO PHARMA INC,COM,10806X102,23478377,926900,SH,SOLE,926900,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,BRINKER INTL INC,COM,109641100,2989707,41300,SH,SOLE,6500,0,34800
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,BRISTOL-MYERS SQUIBB CO,COM,110122108,975897024,23498604,SH,SOLE,22923964,0,574640
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,BROADCOM INC,COM,11135F101,153212517,95428,SH,SOLE,94642,0,786
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,BURLINGTON STORES INC,COM,122017106,143424000,597600,SH,SOLE,597600,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,CAMECO CORP,COM,13321L108,66577440,1353200,SH,SOLE,1353200,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,CAPRI HOLDINGS LIMITED,SHS,G1890L107,119908119,3624792,SH,SOLE,3602092,0,22700
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,CARMAX INC,COM,143130102,396900239,5411784,SH,SOLE,5065405,0,346379
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,CARNIVAL CORP,UNIT 99/99/9999,143658300,117636068,6283978,SH,SOLE,5832455,0,451523
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,CARRIER GLOBAL CORPORATION,COM,14448C104,154532816,2449791,SH,SOLE,2397491,0,52300
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,CASEYS GEN STORES INC,COM,147528103,24114592,63200,SH,SOLE,63200,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,CATERPILLAR INC,COM,149123101,540530364,1622727,SH,SOLE,1598506,0,24221
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,CBOE GLOBAL MKTS INC,COM,12503M108,1734612,10200,SH,SOLE,6500,0,3700
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,CERUS CORP,COM,157085101,15107840,8584000,SH,SOLE,8584000,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,CHARLES RIV LABS INTL INC,COM,159864107,56547143,273730,SH,SOLE,273730,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,CHART INDS INC,COM,16115Q308,14332962,99300,SH,SOLE,99300,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,CHARTER COMMUNICATIONS INC N,CL A,16119P108,71705556,239850,SH,SOLE,239850,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,CIENA CORP,COM NEW,171779309,5902050,122500,SH,SOLE,122500,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,CISCO SYS INC,COM,17275R102,275624942,5801409,SH,SOLE,5604953,0,196456
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,CITIGROUP INC,COM NEW,172967424,226764474,3573345,SH,SOLE,3424590,0,148755
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,CME GROUP INC,COM,12572Q105,354478254,1803043,SH,SOLE,1738643,0,64400
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,COMCAST CORP NEW,CL A,20030N101,13541528,345800,SH,SOLE,345800,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,CONOCOPHILLIPS,COM,20825C104,331931332,2902005,SH,SOLE,2792305,0,109700
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,CONTROLADORA VUELA COMP DE A,SPON ADR RP 10,21240E105,335172,52700,SH,SOLE,52700,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,CORNING INC,COM,219350105,332634438,8562019,SH,SOLE,8443519,0,118500
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,CORTEVA INC,COM,22052L104,85568798,1586370,SH,SOLE,1565000,0,21370
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,COTERRA ENERGY INC,COM,127097103,88504128,3318490,SH,SOLE,3213190,0,105300
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,CREDO TECHNOLOGY GROUP HOLDI,ORDINARY SHARES,G25457105,25762804,806600,SH,SOLE,806600,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,CROWDSTRIKE HLDGS INC,CL A,22788C105,76620756,199955,SH,SOLE,199955,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,CSX CORP,COM,126408103,77951880,2330400,SH,SOLE,2330400,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,CURTISS WRIGHT CORP,COM,231561101,244012070,900480,SH,SOLE,879620,0,20860
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,CVS HEALTH CORP,COM,126650100,198577733,3362305,SH,SOLE,3285175,0,77130
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,CYBERARK SOFTWARE LTD,SHS,M2682V108,16911027,61850,SH,SOLE,61850,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,DANAHER CORPORATION,COM,235851102,16724209,66937,SH,SOLE,66937,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,DECKERS OUTDOOR CORP,COM,243537107,5172725,5344,SH,SOLE,5344,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,DEERE & CO,COM,244199105,32348885,86580,SH,SOLE,86580,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,DELL TECHNOLOGIES INC,CL C,24703L202,59007552,427870,SH,SOLE,415300,0,12570
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,DELTA AIR LINES INC DEL,COM NEW,247361702,1064279539,22434223,SH,SOLE,21529103,0,905120
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,DESCARTES SYS GROUP INC,COM,249906108,216781473,2238553,SH,SOLE,2238553,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,DISCOVER FINL SVCS,COM,254709108,100228323,766213,SH,SOLE,766213,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,DISNEY WALT CO,COM,254687106,645159016,6497724,SH,SOLE,6344124,0,153600
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,DOCUSIGN INC,COM,256163106,24206075,452450,SH,SOLE,437350,0,15100
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,DOLLAR GEN CORP NEW,COM,256677105,16733706,126550,SH,SOLE,126550,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,DOLLAR TREE INC,COM,256746108,306692554,2872460,SH,SOLE,2796460,0,76000
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,DOORDASH INC,CL A,25809K105,14203405,130570,SH,SOLE,125850,0,4720
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,DOW INC,COM,260557103,91831088,1731029,SH,SOLE,1686839,0,44190
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,DUOLINGO INC,CL A COM,26603R106,1116384,5350,SH,SOLE,5350,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,DUPONT DE NEMOURS INC,COM,26614N102,215323870,2675163,SH,SOLE,2591233,0,83930
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,EBAY INC.,COM,278642103,123180497,2293010,SH,SOLE,2293010,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,EDWARDS LIFESCIENCES CORP,COM,28176E108,167282070,1811000,SH,SOLE,1811000,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,ELANCO ANIMAL HEALTH INC,COM,28414H103,761943870,52802763,SH,SOLE,49346823,0,3455940
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,ELECTRONIC ARTS INC,COM,285512109,103768804,744770,SH,SOLE,725670,0,19100
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,ELI LILLY & CO,COM,532457108,17761819081,19618082,SH,SOLE,19244425,0,373657
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,ENOVIS CORPORATION,COM,194014502,3855560,85300,SH,SOLE,85300,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,ENTEGRIS INC,COM,29362U104,400179033,2955532,SH,SOLE,2946465,0,9067
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,EOG RES INC,COM,26875P101,347102762,2757629,SH,SOLE,2757629,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,EPR PPTYS,COM SH BEN INT,26884U109,5537162,131900,SH,SOLE,131900,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,ESAB CORPORATION,COM,29605J106,1130044,11967,SH,SOLE,11967,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,ETSY INC,COM,29786A106,4836360,82000,SH,SOLE,82000,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,EVERCORE INC,CLASS A,29977A105,126006356,604550,SH,SOLE,601050,0,3500
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,EXACT SCIENCES CORP,COM,30063P105,20968675,496300,SH,SOLE,496300,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,EXXON MOBIL CORP,COM,30231G102,980209616,8514677,SH,SOLE,8352969,0,161708
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,FEDEX CORP,COM,31428X106,3834779693,12789420,SH,SOLE,12537322,0,252098
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,FIBROGEN INC,COM,31572Q808,12185202,13655948,SH,SOLE,13048348,0,607600
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,FIDELITY NATL INFORMATION SV,COM,31620M106,115820784,1536900,SH,SOLE,1536900,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,FIVE BELOW INC,COM,33829M101,1187773,10900,SH,SOLE,10900,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,FLEX LTD,ORD,Y2573F102,1305993373,44285974,SH,SOLE,42238271,0,2047703
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,FLYWIRE CORPORATION,COM VTG,302492103,32167555,1962633,SH,SOLE,1962633,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,FORMFACTOR INC,COM,346375108,174121445,2876614,SH,SOLE,2876614,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,FORTINET INC,COM,34959E109,4185752,69450,SH,SOLE,69450,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,FREEPORT-MCMORAN INC,CL B,35671D857,162003240,3333400,SH,SOLE,3293200,0,40200
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,FRONTIER GROUP HLDGS INC,COM,35909R108,1314338,266600,SH,SOLE,266600,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,GALAPAGOS NV,SPON ADR,36315X101,17847547,720240,SH,SOLE,720240,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,GARTNER INC,COM,366651107,49755848,110800,SH,SOLE,110800,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,GENERAL DYNAMICS CORP,COM,369550108,233983403,806450,SH,SOLE,805890,0,560
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,GFL ENVIRONMENTAL INC,SUB VTG SHS,36168Q104,41040006,1054200,SH,SOLE,1054200,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,GIBRALTAR INDS INC,COM,374689107,7012665,102300,SH,SOLE,102300,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,GILDAN ACTIVEWEAR INC,COM,375916103,3678240,97000,SH,SOLE,97000,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,GITLAB INC,CLASS A COM,37637K108,41120429,827040,SH,SOLE,827040,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,GLAUKOS CORP,COM,377322102,144483455,1220815,SH,SOLE,1220815,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,GLOBUS MED INC,CL A,379577208,3254987,47525,SH,SOLE,47525,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,GOLDMAN SACHS GROUP INC,COM,38141G104,118123368,261150,SH,SOLE,261150,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,GRAIL INC,COM,384747101,28669292,1865276,SH,SOLE,1829892,0,35384
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,GREIF INC,CL B,397624206,1499760,24000,SH,SOLE,24000,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,GRIFFON CORP,COM,398433102,15205066,238100,SH,SOLE,238100,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,GROWGENERATION CORP,COM,39986L109,2493785,1159900,SH,SOLE,1159900,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,GSK PLC,SPONSORED ADR,37733W204,558688515,14511390,SH,SOLE,14040840,0,470550
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,GUARDANT HEALTH INC,COM,40131M109,1911163,66176,SH,SOLE,66176,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,GXO LOGISTICS INCORPORATED,COMMON STOCK,36262G101,11483700,227400,SH,SOLE,227400,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,HALEON PLC,SPON ADS,405552100,4526480,548000,SH,SOLE,548000,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,HEALTH CATALYST INC,COM,42225T107,15204762,2379462,SH,SOLE,2379462,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,HERTZ GLOBAL HLDGS INC,COM NEW,42806J700,1234794,349800,SH,SOLE,349800,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,HESS CORP,COM,42809H107,1194618730,8098012,SH,SOLE,7958512,0,139500
